case_id,category,common_validation_errors,common_validation_valid,created_at,difficulty,discovered_joins,evaluation_policy_violations,execution_result_hash,execution_succeeded,explain_passed,failure_category,failure_reason,generated_sql,gold,latency_ms,ontology_policy_errors,ontology_policy_valid,predicted_status,question,raw_model_output,referenced_columns,referenced_tables,retrieved_columns,retrieved_context,retrieved_tables,run_id,selected_sql_asset_id,selected_template_rank,semantic_output,sql_asset_candidates,sql_rewrite,status,success,template_adopted,template_compatible,template_rejection_reasons,token_usage
join-05,多表 Join,[],True,2026-07-30T02:57:34.706507Z,hard,"[""dwd_card_transaction.customer_id = dim_customer.customer_id"", ""dwd_card_transaction.merchant_id = dim_merchant.merchant_id""]","[""Missing required metric filter: transaction_status = POSTED""]",5eeb0569b4bd6b866f548b0a6ace15cc2be58f5596ac9b74f8a03a8b75dc2fb7,True,True,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED,"SELECT 
    dc.customer_type,
    dm.merchant_category,
    COUNT(*) AS transaction_count
FROM dwd_card_transaction dct
JOIN dim_customer dc ON dct.customer_id = dc.customer_id
JOIN dim_merchant dm ON dct.merchant_id = dm.merchant_id
GROUP BY dc.customer_type, dm.merchant_category
ORDER BY dc.customer_type, dm.merchant_category","{""columns"": [""dim_customer.customer_id"", ""dim_customer.customer_type"", ""dim_merchant.merchant_category"", ""dim_merchant.merchant_id"", ""dwd_card_transaction.customer_id"", ""dwd_card_transaction.merchant_id"", ""dwd_card_transaction.transaction_id"", ""dwd_card_transaction.transaction_status""], ""dimension_ids"": [""customer_type"", ""merchant_category""], ""expected_status"": ""success"", ""joins"": [""dwd_card_transaction.customer_id = dim_customer.customer_id"", ""dwd_card_transaction.merchant_id = dim_merchant.merchant_id""], ""metric_ids"": [""transaction_count""], ""result_hash"": ""f7ce360999a5e0795fadc251dd4e0ebab69c23d0c044212b8675aaafe5a08e49"", ""semantic_filters"": [], ""sql"": ""SELECT c.customer_type, m.merchant_category, COUNT(DISTINCT t.transaction_id) AS transaction_count FROM dwd_card_transaction t JOIN dim_customer c ON t.customer_id = c.customer_id JOIN dim_merchant m ON t.merchant_id = m.merchant_id WHERE t.transaction_status = 'POSTED' GROUP BY c.customer_type, m.merchant_category ORDER BY c.customer_type, m.merchant_category"", ""tables"": [""dim_customer"", ""dim_merchant"", ""dwd_card_transaction""], ""time_range"": {""kind"": ""none""}}",988.45,,,success,按客户类型和商户类别统计交易笔数,"```sql
SELECT 
    dc.customer_type,
    dm.merchant_category,
    COUNT(*) AS transaction_count
FROM dwd_card_transaction dct
JOIN dim_customer dc ON dct.customer_id = dc.customer_id
JOIN dim_merchant dm ON dct.merchant_id = dm.merchant_id
GROUP BY dc.customer_type, dm.merchant_category
ORDER BY dc.customer_type, dm.merchant_category;
```","[""dim_customer.customer_id"", ""dim_customer.customer_type"", ""dim_merchant.merchant_category"", ""dim_merchant.merchant_id"", ""dwd_card_transaction.customer_id"", ""dwd_card_transaction.merchant_id""]","[""dim_customer"", ""dim_merchant"", ""dwd_card_transaction""]",[],,[],271cb981-8076-4956-b660-3272523bf880,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2659, ""output_tokens"": 100, ""total_tokens"": 2759}"
join-06,多表 Join,[],True,2026-07-30T02:57:35.551622Z,hard,"[""dwd_card_transaction.merchant_id = dim_merchant.merchant_id"", ""dwd_card_transaction.branch_id = dim_branch.branch_id""]","[""Missing required metric filter: transaction_status = POSTED""]",4b85358e419264f850f650d6251c4ac52ec50587eae82461962dae8bdeafa67c,True,True,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED,"SELECT 
    dm.merchant_category,
    db.branch_name,
    COUNT(*) AS transaction_count
FROM dwd_card_transaction dct
JOIN dim_merchant dm ON dct.merchant_id = dm.merchant_id
JOIN dim_branch db ON dct.branch_id = db.branch_id
GROUP BY dm.merchant_category, db.branch_name
ORDER BY dm.merchant_category, db.branch_name","{""columns"": [""dim_branch.branch_id"", ""dim_branch.branch_name"", ""dim_merchant.merchant_category"", ""dim_merchant.merchant_id"", ""dwd_card_transaction.branch_id"", ""dwd_card_transaction.merchant_id"", ""dwd_card_transaction.transaction_id"", ""dwd_card_transaction.transaction_status""], ""dimension_ids"": [""merchant_category"", ""branch""], ""expected_status"": ""success"", ""joins"": [""dwd_card_transaction.merchant_id = dim_merchant.merchant_id"", ""dwd_card_transaction.branch_id = dim_branch.branch_id""], ""metric_ids"": [""transaction_count""], ""result_hash"": ""1643e12cb7d12929efa820fcf1180864bcc52afaf1c1bc21a1de72f5346127ae"", ""semantic_filters"": [], ""sql"": ""SELECT m.merchant_category, b.branch_name, COUNT(DISTINCT t.transaction_id) AS transaction_count FROM dwd_card_transaction t JOIN dim_merchant m ON t.merchant_id = m.merchant_id JOIN dim_branch b ON t.branch_id = b.branch_id WHERE t.transaction_status = 'POSTED' GROUP BY m.merchant_category, b.branch_name ORDER BY m.merchant_category, b.branch_name"", ""tables"": [""dim_branch"", ""dim_merchant"", ""dwd_card_transaction""], ""time_range"": {""kind"": ""none""}}",835.9,,,success,按商户类别和分行统计交易笔数,"```sql
SELECT 
    dm.merchant_category,
    db.branch_name,
    COUNT(*) AS transaction_count
FROM dwd_card_transaction dct
JOIN dim_merchant dm ON dct.merchant_id = dm.merchant_id
JOIN dim_branch db ON dct.branch_id = db.branch_id
GROUP BY dm.merchant_category, db.branch_name
ORDER BY dm.merchant_category, db.branch_name;
```","[""dim_branch.branch_id"", ""dim_branch.branch_name"", ""dim_merchant.merchant_category"", ""dim_merchant.merchant_id"", ""dwd_card_transaction.branch_id"", ""dwd_card_transaction.merchant_id""]","[""dim_branch"", ""dim_merchant"", ""dwd_card_transaction""]",[],,[],271cb981-8076-4956-b660-3272523bf880,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2658, ""output_tokens"": 100, ""total_tokens"": 2758}"
join-07,多表 Join,[],True,2026-07-30T02:57:36.780451Z,hard,"[""dwd_card_transaction.branch_id = dim_branch.branch_id"", ""dwd_card_transaction.customer_id = dim_customer.customer_id""]","[""Missing required metric filter: transaction_status = POSTED""]",27961e8bd02d322bfc9235c387c963cd9fac74e45f68c19732b998a5850aaf1c,True,True,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED,"SELECT 
    b.branch_id,
    b.branch_name,
    c.customer_type,
    COUNT(*) AS transaction_count
FROM dwd_card_transaction t
JOIN dim_branch b ON t.branch_id = b.branch_id
JOIN dim_customer c ON t.customer_id = c.customer_id
GROUP BY b.branch_id, b.branch_name, c.customer_type
ORDER BY b.branch_id, c.customer_type","{""columns"": [""dim_branch.branch_id"", ""dim_branch.branch_name"", ""dim_customer.customer_id"", ""dim_customer.customer_type"", ""dwd_card_transaction.branch_id"", ""dwd_card_transaction.customer_id"", ""dwd_card_transaction.transaction_id"", ""dwd_card_transaction.transaction_status""], ""dimension_ids"": [""branch"", ""customer_type""], ""expected_status"": ""success"", ""joins"": [""dwd_card_transaction.branch_id = dim_branch.branch_id"", ""dwd_card_transaction.customer_id = dim_customer.customer_id""], ""metric_ids"": [""transaction_count""], ""result_hash"": ""4fb6d8ee9b9a4b653dd94e36dd94008ce07f02a5922297e76ca8b514318538eb"", ""semantic_filters"": [], ""sql"": ""SELECT b.branch_name, c.customer_type, COUNT(DISTINCT t.transaction_id) AS transaction_count FROM dwd_card_transaction t JOIN dim_branch b ON t.branch_id = b.branch_id JOIN dim_customer c ON t.customer_id = c.customer_id WHERE t.transaction_status = 'POSTED' GROUP BY b.branch_name, c.customer_type ORDER BY b.branch_name, c.customer_type"", ""tables"": [""dim_branch"", ""dim_customer"", ""dwd_card_transaction""], ""time_range"": {""kind"": ""none""}}",1219.97,,,success,按分行和客户类型统计交易笔数,"```sql
SELECT 
    b.branch_id,
    b.branch_name,
    c.customer_type,
    COUNT(*) AS transaction_count
FROM dwd_card_transaction t
JOIN dim_branch b ON t.branch_id = b.branch_id
JOIN dim_customer c ON t.customer_id = c.customer_id
GROUP BY b.branch_id, b.branch_name, c.customer_type
ORDER BY b.branch_id, c.customer_type;
```","[""dim_branch.branch_id"", ""dim_branch.branch_name"", ""dim_customer.customer_id"", ""dim_customer.customer_type"", ""dwd_card_transaction.branch_id"", ""dwd_card_transaction.customer_id""]","[""dim_branch"", ""dim_customer"", ""dwd_card_transaction""]",[],,[],271cb981-8076-4956-b660-3272523bf880,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2658, ""output_tokens"": 102, ""total_tokens"": 2760}"
join-08,多表 Join,[],True,2026-07-30T02:57:37.833411Z,hard,"[""dwd_card_transaction.customer_id = dim_customer.customer_id"", ""dwd_card_transaction.merchant_id = dim_merchant.merchant_id""]","[""Missing required metric filter: transaction_status = POSTED""]",5eeb0569b4bd6b866f548b0a6ace15cc2be58f5596ac9b74f8a03a8b75dc2fb7,True,True,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED,"SELECT 
    dc.customer_type,
    dm.merchant_category,
    COUNT(*) AS transaction_count
FROM dwd_card_transaction dct
JOIN dim_customer dc ON dct.customer_id = dc.customer_id
JOIN dim_merchant dm ON dct.merchant_id = dm.merchant_id
GROUP BY dc.customer_type, dm.merchant_category
ORDER BY dc.customer_type, dm.merchant_category","{""columns"": [""dim_customer.customer_id"", ""dim_customer.customer_type"", ""dim_merchant.merchant_category"", ""dim_merchant.merchant_id"", ""dwd_card_transaction.customer_id"", ""dwd_card_transaction.merchant_id"", ""dwd_card_transaction.transaction_id"", ""dwd_card_transaction.transaction_status""], ""dimension_ids"": [""customer_type"", ""merchant_category""], ""expected_status"": ""success"", ""joins"": [""dwd_card_transaction.customer_id = dim_customer.customer_id"", ""dwd_card_transaction.merchant_id = dim_merchant.merchant_id""], ""metric_ids"": [""transaction_count""], ""result_hash"": ""f7ce360999a5e0795fadc251dd4e0ebab69c23d0c044212b8675aaafe5a08e49"", ""semantic_filters"": [], ""sql"": ""SELECT c.customer_type, m.merchant_category, COUNT(DISTINCT t.transaction_id) AS transaction_count FROM dwd_card_transaction t JOIN dim_customer c ON t.customer_id = c.customer_id JOIN dim_merchant m ON t.merchant_id = m.merchant_id WHERE t.transaction_status = 'POSTED' GROUP BY c.customer_type, m.merchant_category ORDER BY c.customer_type, m.merchant_category"", ""tables"": [""dim_customer"", ""dim_merchant"", ""dwd_card_transaction""], ""time_range"": {""kind"": ""none""}}",1045.98,,,success,按客户类型和商户类别统计交易笔数,"```sql
SELECT 
    dc.customer_type,
    dm.merchant_category,
    COUNT(*) AS transaction_count
FROM dwd_card_transaction dct
JOIN dim_customer dc ON dct.customer_id = dc.customer_id
JOIN dim_merchant dm ON dct.merchant_id = dm.merchant_id
GROUP BY dc.customer_type, dm.merchant_category
ORDER BY dc.customer_type, dm.merchant_category;
```","[""dim_customer.customer_id"", ""dim_customer.customer_type"", ""dim_merchant.merchant_category"", ""dim_merchant.merchant_id"", ""dwd_card_transaction.customer_id"", ""dwd_card_transaction.merchant_id""]","[""dim_customer"", ""dim_merchant"", ""dwd_card_transaction""]",[],,[],271cb981-8076-4956-b660-3272523bf880,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2659, ""output_tokens"": 100, ""total_tokens"": 2759}"
join-09,多表 Join,[],True,2026-07-30T02:57:38.806099Z,hard,"[""dwd_card_transaction.merchant_id = dim_merchant.merchant_id"", ""dwd_card_transaction.branch_id = dim_branch.branch_id""]","[""Missing required metric filter: transaction_status = POSTED""]",4b85358e419264f850f650d6251c4ac52ec50587eae82461962dae8bdeafa67c,True,True,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED,"SELECT 
    dm.merchant_category,
    db.branch_name,
    COUNT(*) AS transaction_count
FROM 
    dwd_card_transaction dct
    JOIN dim_merchant dm ON dct.merchant_id = dm.merchant_id
    JOIN dim_branch db ON dct.branch_id = db.branch_id
GROUP BY 
    dm.merchant_category,
    db.branch_name
ORDER BY 
    dm.merchant_category,
    db.branch_name","{""columns"": [""dim_branch.branch_id"", ""dim_branch.branch_name"", ""dim_merchant.merchant_category"", ""dim_merchant.merchant_id"", ""dwd_card_transaction.branch_id"", ""dwd_card_transaction.merchant_id"", ""dwd_card_transaction.transaction_id"", ""dwd_card_transaction.transaction_status""], ""dimension_ids"": [""merchant_category"", ""branch""], ""expected_status"": ""success"", ""joins"": [""dwd_card_transaction.merchant_id = dim_merchant.merchant_id"", ""dwd_card_transaction.branch_id = dim_branch.branch_id""], ""metric_ids"": [""transaction_count""], ""result_hash"": ""1643e12cb7d12929efa820fcf1180864bcc52afaf1c1bc21a1de72f5346127ae"", ""semantic_filters"": [], ""sql"": ""SELECT m.merchant_category, b.branch_name, COUNT(DISTINCT t.transaction_id) AS transaction_count FROM dwd_card_transaction t JOIN dim_merchant m ON t.merchant_id = m.merchant_id JOIN dim_branch b ON t.branch_id = b.branch_id WHERE t.transaction_status = 'POSTED' GROUP BY m.merchant_category, b.branch_name ORDER BY m.merchant_category, b.branch_name"", ""tables"": [""dim_branch"", ""dim_merchant"", ""dwd_card_transaction""], ""time_range"": {""kind"": ""none""}}",967.3,,,success,按商户类别和分行统计交易笔数,"```sql
SELECT 
    dm.merchant_category,
    db.branch_name,
    COUNT(*) AS transaction_count
FROM 
    dwd_card_transaction dct
    JOIN dim_merchant dm ON dct.merchant_id = dm.merchant_id
    JOIN dim_branch db ON dct.branch_id = db.branch_id
GROUP BY 
    dm.merchant_category,
    db.branch_name
ORDER BY 
    dm.merchant_category,
    db.branch_name;
```","[""dim_branch.branch_id"", ""dim_branch.branch_name"", ""dim_merchant.merchant_category"", ""dim_merchant.merchant_id"", ""dwd_card_transaction.branch_id"", ""dwd_card_transaction.merchant_id""]","[""dim_branch"", ""dim_merchant"", ""dwd_card_transaction""]",[],,[],271cb981-8076-4956-b660-3272523bf880,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2658, ""output_tokens"": 108, ""total_tokens"": 2766}"
join-10,多表 Join,[],True,2026-07-30T02:57:39.709196Z,hard,"[""dwd_card_transaction.branch_id = dim_branch.branch_id"", ""dwd_card_transaction.customer_id = dim_customer.customer_id""]","[""Missing required metric filter: transaction_status = POSTED""]",27961e8bd02d322bfc9235c387c963cd9fac74e45f68c19732b998a5850aaf1c,True,True,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED,"SELECT
    b.branch_id,
    b.branch_name,
    c.customer_type,
    COUNT(*) AS transaction_count
FROM
    dwd_card_transaction t
    JOIN dim_branch b ON t.branch_id = b.branch_id
    JOIN dim_customer c ON t.customer_id = c.customer_id
GROUP BY
    b.branch_id,
    b.branch_name,
    c.customer_type
ORDER BY
    b.branch_id,
    c.customer_type","{""columns"": [""dim_branch.branch_id"", ""dim_branch.branch_name"", ""dim_customer.customer_id"", ""dim_customer.customer_type"", ""dwd_card_transaction.branch_id"", ""dwd_card_transaction.customer_id"", ""dwd_card_transaction.transaction_id"", ""dwd_card_transaction.transaction_status""], ""dimension_ids"": [""branch"", ""customer_type""], ""expected_status"": ""success"", ""joins"": [""dwd_card_transaction.branch_id = dim_branch.branch_id"", ""dwd_card_transaction.customer_id = dim_customer.customer_id""], ""metric_ids"": [""transaction_count""], ""result_hash"": ""4fb6d8ee9b9a4b653dd94e36dd94008ce07f02a5922297e76ca8b514318538eb"", ""semantic_filters"": [], ""sql"": ""SELECT b.branch_name, c.customer_type, COUNT(DISTINCT t.transaction_id) AS transaction_count FROM dwd_card_transaction t JOIN dim_branch b ON t.branch_id = b.branch_id JOIN dim_customer c ON t.customer_id = c.customer_id WHERE t.transaction_status = 'POSTED' GROUP BY b.branch_name, c.customer_type ORDER BY b.branch_name, c.customer_type"", ""tables"": [""dim_branch"", ""dim_customer"", ""dwd_card_transaction""], ""time_range"": {""kind"": ""none""}}",898.99,,,success,按分行和客户类型统计交易笔数,"```sql
SELECT
    b.branch_id,
    b.branch_name,
    c.customer_type,
    COUNT(*) AS transaction_count
FROM
    dwd_card_transaction t
    JOIN dim_branch b ON t.branch_id = b.branch_id
    JOIN dim_customer c ON t.customer_id = c.customer_id
GROUP BY
    b.branch_id,
    b.branch_name,
    c.customer_type
ORDER BY
    b.branch_id,
    c.customer_type;
```","[""dim_branch.branch_id"", ""dim_branch.branch_name"", ""dim_customer.customer_id"", ""dim_customer.customer_type"", ""dwd_card_transaction.branch_id"", ""dwd_card_transaction.customer_id""]","[""dim_branch"", ""dim_customer"", ""dwd_card_transaction""]",[],,[],271cb981-8076-4956-b660-3272523bf880,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2658, ""output_tokens"": 111, ""total_tokens"": 2769}"
filter-01,时间、用户过滤和 IN,[],True,2026-07-30T02:57:40.580682Z,medium,[],"[""Missing required metric filter: transaction_status = POSTED"", ""Missing required metric filter: card_type = CREDIT""]",22064146ef3004873e0f96fcae18ef7a8fb121995f9002baf46d322942b138e7,True,True,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED; Missing required metric filter: card_type = CREDIT,"SELECT SUM(txn_amount_cny) AS total_amount
FROM dwd_card_transaction
WHERE transaction_date >= CURRENT_DATE - INTERVAL '7 days'","{""columns"": [""dwd_card_transaction.card_type"", ""dwd_card_transaction.transaction_date"", ""dwd_card_transaction.transaction_status"", ""dwd_card_transaction.txn_amount_cny""], ""dimension_ids"": [], ""expected_status"": ""success"", ""joins"": [], ""metric_ids"": [""credit_card_transaction_amount""], ""result_hash"": ""9039cab6425f141269a4c5a724b52f39413301129472c87ea9eae36bbee69ba9"", ""semantic_filters"": [], ""sql"": ""SELECT SUM(t.txn_amount_cny) AS credit_card_transaction_amount FROM dwd_card_transaction t WHERE t.transaction_status = 'POSTED' AND t.card_type = 'CREDIT' AND t.transaction_date >= DATE '2026-07-16' - INTERVAL '7 days'"", ""tables"": [""dwd_card_transaction""], ""time_range"": {""days"": 7, ""kind"": ""relative_days""}}",867.73,,,success,查询近7天信用卡交易金额,"```sql
SELECT SUM(txn_amount_cny) AS total_amount
FROM dwd_card_transaction
WHERE transaction_date >= CURRENT_DATE - INTERVAL '7 days';
```",[],"[""dwd_card_transaction""]",[],,[],271cb981-8076-4956-b660-3272523bf880,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2656, ""output_tokens"": 36, ""total_tokens"": 2692}"
filter-02,时间、用户过滤和 IN,[],True,2026-07-30T02:57:41.280607Z,medium,[],"[""Missing required metric filter: transaction_status = POSTED"", ""Missing required metric filter: card_type = CREDIT""]",7bcb2ed926ac3399ee3a43169c650e3677ffb1b58cb0c5fcd1422fe33d224d4d,True,True,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED; Missing required metric filter: card_type = CREDIT,"SELECT SUM(txn_amount_cny) AS total_credit_card_amount
FROM dwd_card_transaction
WHERE transaction_date >= CURRENT_DATE - INTERVAL '30 days'","{""columns"": [""dwd_card_transaction.card_type"", ""dwd_card_transaction.transaction_date"", ""dwd_card_transaction.transaction_status"", ""dwd_card_transaction.txn_amount_cny""], ""dimension_ids"": [], ""expected_status"": ""success"", ""joins"": [], ""metric_ids"": [""credit_card_transaction_amount""], ""result_hash"": ""080131d0b9560d21b6f94d541b5db9fd2dd9577f101a6c20ff37c800bf49d885"", ""semantic_filters"": [], ""sql"": ""SELECT SUM(t.txn_amount_cny) AS credit_card_transaction_amount FROM dwd_card_transaction t WHERE t.transaction_status = 'POSTED' AND t.card_type = 'CREDIT' AND t.transaction_date >= DATE '2026-07-16' - INTERVAL '30 days'"", ""tables"": [""dwd_card_transaction""], ""time_range"": {""days"": 30, ""kind"": ""relative_days""}}",695.53,,,success,查询近30天信用卡交易金额,"```sql
SELECT SUM(txn_amount_cny) AS total_credit_card_amount
FROM dwd_card_transaction
WHERE transaction_date >= CURRENT_DATE - INTERVAL '30 days';
```",[],"[""dwd_card_transaction""]",[],,[],271cb981-8076-4956-b660-3272523bf880,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2656, ""output_tokens"": 39, ""total_tokens"": 2695}"
filter-03,时间、用户过滤和 IN,[],True,2026-07-30T02:57:42.043971Z,medium,[],"[""Missing required metric filter: transaction_status = POSTED"", ""Missing required metric filter: card_type = CREDIT""]",15462c9590aba0014cbb819e0a2335c20f8d2e66cdfa7ab19f9e607ba4bdf9d1,True,True,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED; Missing required metric filter: card_type = CREDIT,"SELECT SUM(txn_amount_cny) AS total_card_transaction_amount
FROM dwd_card_transaction
WHERE transaction_date >= CURRENT_DATE - INTERVAL '60 days'","{""columns"": [""dwd_card_transaction.card_type"", ""dwd_card_transaction.transaction_date"", ""dwd_card_transaction.transaction_status"", ""dwd_card_transaction.txn_amount_cny""], ""dimension_ids"": [], ""expected_status"": ""success"", ""joins"": [], ""metric_ids"": [""credit_card_transaction_amount""], ""result_hash"": ""8fc4c944ae49f0cd8d3ebdc39554733d3bf1bf8c246d8d96c7d509ec2ce4fb65"", ""semantic_filters"": [], ""sql"": ""SELECT SUM(t.txn_amount_cny) AS credit_card_transaction_amount FROM dwd_card_transaction t WHERE t.transaction_status = 'POSTED' AND t.card_type = 'CREDIT' AND t.transaction_date >= DATE '2026-07-16' - INTERVAL '60 days'"", ""tables"": [""dwd_card_transaction""], ""time_range"": {""days"": 60, ""kind"": ""relative_days""}}",758.05,,,success,查询近60天信用卡交易金额,"```sql
SELECT SUM(txn_amount_cny) AS total_card_transaction_amount
FROM dwd_card_transaction
WHERE transaction_date >= CURRENT_DATE - INTERVAL '60 days';
```",[],"[""dwd_card_transaction""]",[],,[],271cb981-8076-4956-b660-3272523bf880,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2656, ""output_tokens"": 39, ""total_tokens"": 2695}"
filter-04,时间、用户过滤和 IN,[],True,2026-07-30T02:57:43.156208Z,medium,[],"[""Missing required metric filter: transaction_status = POSTED"", ""Missing required metric filter: card_type = CREDIT""]",0ed799aaef08c9db98c4da171e309b3eb0a2103219a7b767634a1e6d66f3179f,True,True,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED; Missing required metric filter: card_type = CREDIT,"SELECT 
    dct.transaction_id,
    dct.card_id,
    dct.customer_id,
    dct.branch_id,
    dct.merchant_id,
    dct.txn_amount,
    dct.txn_amount_cny,
    dct.posted_amount,
    dct.card_type,
    dct.transaction_status,
    dct.transaction_channel,
    dct.transaction_date
FROM dwd_card_transaction dct
WHERE dct.transaction_date >= CURRENT_DATE - INTERVAL '14 days'
ORDER BY dct.transaction_date DESC","{""columns"": [""dwd_card_transaction.card_type"", ""dwd_card_transaction.transaction_date"", ""dwd_card_transaction.transaction_status"", ""dwd_card_transaction.txn_amount_cny""], ""dimension_ids"": [], ""expected_status"": ""success"", ""joins"": [], ""metric_ids"": [""credit_card_transaction_amount""], ""result_hash"": ""0cc6222559329148e2432fc25537dee2ece5b4189428d24933ed8e981739a6f6"", ""semantic_filters"": [], ""sql"": ""SELECT SUM(t.txn_amount_cny) AS credit_card_transaction_amount FROM dwd_card_transaction t WHERE t.transaction_status = 'POSTED' AND t.card_type = 'CREDIT' AND t.transaction_date >= DATE '2026-07-16' - INTERVAL '14 days'"", ""tables"": [""dwd_card_transaction""], ""time_range"": {""days"": 14, ""kind"": ""relative_days""}}",1099.33,,,success,查询最近两周信用卡交易金额,"```sql
SELECT 
    dct.transaction_id,
    dct.card_id,
    dct.customer_id,
    dct.branch_id,
    dct.merchant_id,
    dct.txn_amount,
    dct.txn_amount_cny,
    dct.posted_amount,
    dct.card_type,
    dct.transaction_status,
    dct.transaction_channel,
    dct.transaction_date
FROM dwd_card_transaction dct
WHERE dct.transaction_date >= CURRENT_DATE - INTERVAL '14 days'
ORDER BY dct.transaction_date DESC;
```","[""dwd_card_transaction.branch_id"", ""dwd_card_transaction.card_id"", ""dwd_card_transaction.card_type"", ""dwd_card_transaction.customer_id"", ""dwd_card_transaction.merchant_id"", ""dwd_card_transaction.posted_amount"", ""dwd_card_transaction.transaction_channel"", ""dwd_card_transaction.transaction_date"", ""dwd_card_transaction.transaction_id"", ""dwd_card_transaction.transaction_status"", ""dwd_card_transaction.txn_amount"", ""dwd_card_transaction.txn_amount_cny""]","[""dwd_card_transaction""]",[],,[],271cb981-8076-4956-b660-3272523bf880,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2655, ""output_tokens"": 126, ""total_tokens"": 2781}"
filter-05,时间、用户过滤和 IN,[],True,2026-07-30T02:57:44.139238Z,medium,[],"[""Missing required metric filter: transaction_status = POSTED"", ""Missing required metric filter: card_type = CREDIT""]",cff1441d1554b64fda6fe4e104c6e2c1f3ca473a6711d2dbbe726c81cc7feb4a,True,True,BUSINESS_POLICY_ERROR,Missing required metric filter: transaction_status = POSTED; Missing required metric filter: card_type = CREDIT,"SELECT SUM(txn_amount_cny) AS total_credit_card_amount
FROM dwd_card_transaction
WHERE card_type = '信用卡'
  AND transaction_date >= '2026-07-01'
  AND transaction_date < '2026-08-01'","{""columns"": [""dwd_card_transaction.card_type"", ""dwd_card_transaction.transaction_date"", ""dwd_card_transaction.transaction_status"", ""dwd_card_transaction.txn_amount_cny""], ""dimension_ids"": [], ""expected_status"": ""success"", ""joins"": [], ""metric_ids"": [""credit_card_transaction_amount""], ""result_hash"": ""491f041f737410359d5ac5d02243e705c44e395b8700ff8c35956a1d4a36332e"", ""semantic_filters"": [], ""sql"": ""SELECT SUM(t.txn_amount_cny) AS credit_card_transaction_amount FROM dwd_card_transaction t WHERE t.transaction_status = 'POSTED' AND t.card_type = 'CREDIT' AND t.transaction_date BETWEEN DATE '2026-07-01' AND DATE '2026-07-31'"", ""tables"": [""dwd_card_transaction""], ""time_range"": {""end"": ""2026-07-31"", ""kind"": ""absolute"", ""start"": ""2026-07-01""}}",978.93,,,success,查询2026年7月信用卡交易金额,"```sql
SELECT SUM(txn_amount_cny) AS total_credit_card_amount
FROM dwd_card_transaction
WHERE card_type = '信用卡'
  AND transaction_date >= '2026-07-01'
  AND transaction_date < '2026-08-01';
```",[],"[""dwd_card_transaction""]",[],,[],271cb981-8076-4956-b660-3272523bf880,,,,,,COMPLETED,False,,,{},"{""input_tokens"": 2658, ""output_tokens"": 59, ""total_tokens"": 2717}"
