pair_id,family_id,asset_a_id,asset_b_id,label,scenario,split
V3-119,V3-FAMILY-IND_LOAN_OUT_MONTH_ALL,IND_LOAN_OUT_MONTH_ALL,IND_LOAN_OUT_MONTH_ALL_HARD,NOT_DUPLICATE,HARD_CURRENCY_SCOPE_CONFLICT,TEST
V3-120,V3-FAMILY-IND_LOAN_OUT_MONTH_ALL,IND_LOAN_OUT_MONTH_ALL,DIST_DEPOSIT_003,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,TEST
V3-121,V3-FAMILY-IND_LOAN_OUT_MONTH_ACTIVE,IND_LOAN_OUT_MONTH_ACTIVE,IND_LOAN_OUT_MONTH_ACTIVE_DUP,DUPLICATE,DUPLICATE_SUBQUERY_REWRITE,TEST
V3-122,V3-FAMILY-IND_LOAN_OUT_MONTH_ACTIVE,IND_LOAN_OUT_MONTH_ACTIVE,IND_LOAN_OUT_MONTH_ACTIVE_HARD,NOT_DUPLICATE,HARD_TIME_GRAIN_CONFLICT,TEST
V3-123,V3-FAMILY-IND_LOAN_OUT_MONTH_ACTIVE,IND_LOAN_OUT_MONTH_ACTIVE,DIST_DEPOSIT_004,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,TEST
V3-124,V3-FAMILY-IND_LOAN_OUT_MONTH_CNY,IND_LOAN_OUT_MONTH_CNY,IND_LOAN_OUT_MONTH_CNY_DUP,DUPLICATE,DUPLICATE_SUBQUERY_REWRITE,TEST
V3-125,V3-FAMILY-IND_LOAN_OUT_MONTH_CNY,IND_LOAN_OUT_MONTH_CNY,IND_LOAN_OUT_MONTH_CNY_HARD,NOT_DUPLICATE,HARD_DATE_FIELD_CONFLICT,TEST
V3-126,V3-FAMILY-IND_LOAN_OUT_MONTH_CNY,IND_LOAN_OUT_MONTH_CNY,DIST_DEPOSIT_005,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,TEST
V3-127,V3-FAMILY-IND_LOAN_OUT_QUARTER_ALL,IND_LOAN_OUT_QUARTER_ALL,IND_LOAN_OUT_QUARTER_ALL_DUP,DUPLICATE,DUPLICATE_CTE_REWRITE,DEV
V3-128,V3-FAMILY-IND_LOAN_OUT_QUARTER_ALL,IND_LOAN_OUT_QUARTER_ALL,IND_LOAN_OUT_QUARTER_ALL_HARD,NOT_DUPLICATE,HARD_AGGREGATION_CONFLICT,DEV
V3-129,V3-FAMILY-IND_LOAN_OUT_QUARTER_ALL,IND_LOAN_OUT_QUARTER_ALL,DIST_DEPOSIT_006,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,DEV
V3-130,V3-FAMILY-IND_LOAN_OUT_QUARTER_ACTIVE,IND_LOAN_OUT_QUARTER_ACTIVE,IND_LOAN_OUT_QUARTER_ACTIVE_DUP,DUPLICATE,DUPLICATE_CTE_REWRITE,DEV
V3-131,V3-FAMILY-IND_LOAN_OUT_QUARTER_ACTIVE,IND_LOAN_OUT_QUARTER_ACTIVE,IND_LOAN_OUT_QUARTER_ACTIVE_HARD,NOT_DUPLICATE,HARD_FILTER_CONFLICT,DEV
V3-132,V3-FAMILY-IND_LOAN_OUT_QUARTER_ACTIVE,IND_LOAN_OUT_QUARTER_ACTIVE,DIST_DEPOSIT_007,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,DEV
V3-133,V3-FAMILY-IND_LOAN_OUT_QUARTER_CNY,IND_LOAN_OUT_QUARTER_CNY,IND_LOAN_OUT_QUARTER_CNY_DUP,DUPLICATE,DUPLICATE_CTE_REWRITE,DEV
V3-134,V3-FAMILY-IND_LOAN_OUT_QUARTER_CNY,IND_LOAN_OUT_QUARTER_CNY,IND_LOAN_OUT_QUARTER_CNY_HARD,NOT_DUPLICATE,HARD_AGGREGATION_CONFLICT,DEV
V3-135,V3-FAMILY-IND_LOAN_OUT_QUARTER_CNY,IND_LOAN_OUT_QUARTER_CNY,DIST_DEPOSIT_008,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,DEV
V3-136,V3-FAMILY-IND_LOAN_DISB_DAY_ALL,IND_LOAN_DISB_DAY_ALL,IND_LOAN_DISB_DAY_ALL_DUP,DUPLICATE,DUPLICATE_SUBQUERY_REWRITE,TEST
V3-137,V3-FAMILY-IND_LOAN_DISB_DAY_ALL,IND_LOAN_DISB_DAY_ALL,IND_LOAN_DISB_DAY_ALL_HARD,NOT_DUPLICATE,HARD_DATE_FIELD_CONFLICT,TEST
V3-138,V3-FAMILY-IND_LOAN_DISB_DAY_ALL,IND_LOAN_DISB_DAY_ALL,DIST_DEPOSIT_009,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,TEST
V3-139,V3-FAMILY-IND_LOAN_DISB_DAY_ACTIVE,IND_LOAN_DISB_DAY_ACTIVE,IND_LOAN_DISB_DAY_ACTIVE_DUP,DUPLICATE,DUPLICATE_SUBQUERY_REWRITE,TEST
V3-140,V3-FAMILY-IND_LOAN_DISB_DAY_ACTIVE,IND_LOAN_DISB_DAY_ACTIVE,IND_LOAN_DISB_DAY_ACTIVE_HARD,NOT_DUPLICATE,HARD_MEASURE_CONFLICT,TEST
V3-141,V3-FAMILY-IND_LOAN_DISB_DAY_ACTIVE,IND_LOAN_DISB_DAY_ACTIVE,DIST_DEPOSIT_010,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,TEST
V3-142,V3-FAMILY-IND_LOAN_DISB_DAY_CNY,IND_LOAN_DISB_DAY_CNY,IND_LOAN_DISB_DAY_CNY_DUP,DUPLICATE,DUPLICATE_CTE_REWRITE,DEV
V3-143,V3-FAMILY-IND_LOAN_DISB_DAY_CNY,IND_LOAN_DISB_DAY_CNY,IND_LOAN_DISB_DAY_CNY_HARD,NOT_DUPLICATE,HARD_FILTER_CONFLICT,DEV
V3-144,V3-FAMILY-IND_LOAN_DISB_DAY_CNY,IND_LOAN_DISB_DAY_CNY,DIST_DEPOSIT_011,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,DEV
V3-145,V3-FAMILY-IND_LOAN_DISB_MONTH_ALL,IND_LOAN_DISB_MONTH_ALL,IND_LOAN_DISB_MONTH_ALL_DUP,DUPLICATE,DUPLICATE_CTE_REWRITE,DEV
V3-146,V3-FAMILY-IND_LOAN_DISB_MONTH_ALL,IND_LOAN_DISB_MONTH_ALL,IND_LOAN_DISB_MONTH_ALL_HARD,NOT_DUPLICATE,HARD_AGGREGATION_CONFLICT,DEV
V3-147,V3-FAMILY-IND_LOAN_DISB_MONTH_ALL,IND_LOAN_DISB_MONTH_ALL,DIST_DEPOSIT_012,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,DEV
V3-148,V3-FAMILY-IND_LOAN_DISB_MONTH_ACTIVE,IND_LOAN_DISB_MONTH_ACTIVE,IND_LOAN_DISB_MONTH_ACTIVE_DUP,DUPLICATE,DUPLICATE_SUBQUERY_REWRITE,TEST
V3-149,V3-FAMILY-IND_LOAN_DISB_MONTH_ACTIVE,IND_LOAN_DISB_MONTH_ACTIVE,IND_LOAN_DISB_MONTH_ACTIVE_HARD,NOT_DUPLICATE,HARD_DATE_FIELD_CONFLICT,TEST
V3-150,V3-FAMILY-IND_LOAN_DISB_MONTH_ACTIVE,IND_LOAN_DISB_MONTH_ACTIVE,DIST_DEPOSIT_013,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,TEST
V3-151,V3-FAMILY-IND_LOAN_DISB_MONTH_CNY,IND_LOAN_DISB_MONTH_CNY,IND_LOAN_DISB_MONTH_CNY_DUP,DUPLICATE,DUPLICATE_SUBQUERY_REWRITE,TEST
V3-152,V3-FAMILY-IND_LOAN_DISB_MONTH_CNY,IND_LOAN_DISB_MONTH_CNY,IND_LOAN_DISB_MONTH_CNY_HARD,NOT_DUPLICATE,HARD_MEASURE_CONFLICT,TEST
V3-153,V3-FAMILY-IND_LOAN_DISB_MONTH_CNY,IND_LOAN_DISB_MONTH_CNY,DIST_DEPOSIT_014,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,TEST
V3-154,V3-FAMILY-IND_LOAN_DISB_QUARTER_ALL,IND_LOAN_DISB_QUARTER_ALL,IND_LOAN_DISB_QUARTER_ALL_DUP,DUPLICATE,DUPLICATE_SUBQUERY_REWRITE,TEST
V3-155,V3-FAMILY-IND_LOAN_DISB_QUARTER_ALL,IND_LOAN_DISB_QUARTER_ALL,IND_LOAN_DISB_QUARTER_ALL_HARD,NOT_DUPLICATE,HARD_CURRENCY_SCOPE_CONFLICT,TEST
V3-156,V3-FAMILY-IND_LOAN_DISB_QUARTER_ALL,IND_LOAN_DISB_QUARTER_ALL,DIST_DEPOSIT_015,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,TEST
V3-157,V3-FAMILY-IND_LOAN_DISB_QUARTER_ACTIVE,IND_LOAN_DISB_QUARTER_ACTIVE,IND_LOAN_DISB_QUARTER_ACTIVE_DUP,DUPLICATE,DUPLICATE_SUBQUERY_REWRITE,TEST
V3-158,V3-FAMILY-IND_LOAN_DISB_QUARTER_ACTIVE,IND_LOAN_DISB_QUARTER_ACTIVE,IND_LOAN_DISB_QUARTER_ACTIVE_HARD,NOT_DUPLICATE,HARD_TIME_GRAIN_CONFLICT,TEST
V3-159,V3-FAMILY-IND_LOAN_DISB_QUARTER_ACTIVE,IND_LOAN_DISB_QUARTER_ACTIVE,DIST_DEPOSIT_016,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,TEST
V3-160,V3-FAMILY-IND_LOAN_DISB_QUARTER_CNY,IND_LOAN_DISB_QUARTER_CNY,IND_LOAN_DISB_QUARTER_CNY_DUP,DUPLICATE,DUPLICATE_SUBQUERY_REWRITE,TEST
V3-161,V3-FAMILY-IND_LOAN_DISB_QUARTER_CNY,IND_LOAN_DISB_QUARTER_CNY,IND_LOAN_DISB_QUARTER_CNY_HARD,NOT_DUPLICATE,HARD_DATE_FIELD_CONFLICT,TEST
V3-162,V3-FAMILY-IND_LOAN_DISB_QUARTER_CNY,IND_LOAN_DISB_QUARTER_CNY,DIST_DEPOSIT_017,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,TEST
V3-163,V3-FAMILY-IND_LOAN_REPAY_DAY_ALL,IND_LOAN_REPAY_DAY_ALL,IND_LOAN_REPAY_DAY_ALL_DUP,DUPLICATE,DUPLICATE_CTE_REWRITE,DEV
V3-164,V3-FAMILY-IND_LOAN_REPAY_DAY_ALL,IND_LOAN_REPAY_DAY_ALL,IND_LOAN_REPAY_DAY_ALL_HARD,NOT_DUPLICATE,HARD_AGGREGATION_CONFLICT,DEV
V3-165,V3-FAMILY-IND_LOAN_REPAY_DAY_ALL,IND_LOAN_REPAY_DAY_ALL,DIST_DEPOSIT_018,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,DEV
V3-166,V3-FAMILY-IND_LOAN_REPAY_DAY_ACTIVE,IND_LOAN_REPAY_DAY_ACTIVE,IND_LOAN_REPAY_DAY_ACTIVE_DUP,DUPLICATE,DUPLICATE_SUBQUERY_REWRITE,TEST
V3-167,V3-FAMILY-IND_LOAN_REPAY_DAY_ACTIVE,IND_LOAN_REPAY_DAY_ACTIVE,IND_LOAN_REPAY_DAY_ACTIVE_HARD,NOT_DUPLICATE,HARD_CURRENCY_SCOPE_CONFLICT,TEST
V3-168,V3-FAMILY-IND_LOAN_REPAY_DAY_ACTIVE,IND_LOAN_REPAY_DAY_ACTIVE,DIST_DEPOSIT_019,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,TEST
V3-169,V3-FAMILY-IND_LOAN_REPAY_DAY_CNY,IND_LOAN_REPAY_DAY_CNY,IND_LOAN_REPAY_DAY_CNY_DUP,DUPLICATE,DUPLICATE_SUBQUERY_REWRITE,TEST
V3-170,V3-FAMILY-IND_LOAN_REPAY_DAY_CNY,IND_LOAN_REPAY_DAY_CNY,IND_LOAN_REPAY_DAY_CNY_HARD,NOT_DUPLICATE,HARD_TIME_GRAIN_CONFLICT,TEST
V3-171,V3-FAMILY-IND_LOAN_REPAY_DAY_CNY,IND_LOAN_REPAY_DAY_CNY,DIST_DEPOSIT_020,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,TEST
V3-172,V3-FAMILY-IND_LOAN_REPAY_MONTH_ALL,IND_LOAN_REPAY_MONTH_ALL,IND_LOAN_REPAY_MONTH_ALL_DUP,DUPLICATE,DUPLICATE_SUBQUERY_REWRITE,TEST
V3-173,V3-FAMILY-IND_LOAN_REPAY_MONTH_ALL,IND_LOAN_REPAY_MONTH_ALL,IND_LOAN_REPAY_MONTH_ALL_HARD,NOT_DUPLICATE,HARD_DATE_FIELD_CONFLICT,TEST
V3-174,V3-FAMILY-IND_LOAN_REPAY_MONTH_ALL,IND_LOAN_REPAY_MONTH_ALL,DIST_ACCOUNTING_015,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,TEST
V3-175,V3-FAMILY-IND_LOAN_REPAY_MONTH_ACTIVE,IND_LOAN_REPAY_MONTH_ACTIVE,IND_LOAN_REPAY_MONTH_ACTIVE_DUP,DUPLICATE,DUPLICATE_SUBQUERY_REWRITE,TEST
V3-176,V3-FAMILY-IND_LOAN_REPAY_MONTH_ACTIVE,IND_LOAN_REPAY_MONTH_ACTIVE,IND_LOAN_REPAY_MONTH_ACTIVE_HARD,NOT_DUPLICATE,HARD_MEASURE_CONFLICT,TEST
V3-177,V3-FAMILY-IND_LOAN_REPAY_MONTH_ACTIVE,IND_LOAN_REPAY_MONTH_ACTIVE,DIST_ACCOUNTING_016,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,TEST
V3-178,V3-FAMILY-IND_LOAN_REPAY_MONTH_CNY,IND_LOAN_REPAY_MONTH_CNY,IND_LOAN_REPAY_MONTH_CNY_DUP,DUPLICATE,DUPLICATE_SUBQUERY_REWRITE,TEST
V3-179,V3-FAMILY-IND_LOAN_REPAY_MONTH_CNY,IND_LOAN_REPAY_MONTH_CNY,IND_LOAN_REPAY_MONTH_CNY_HARD,NOT_DUPLICATE,HARD_CURRENCY_SCOPE_CONFLICT,TEST
V3-180,V3-FAMILY-IND_LOAN_REPAY_MONTH_CNY,IND_LOAN_REPAY_MONTH_CNY,DIST_ACCOUNTING_017,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,TEST
V3-181,V3-FAMILY-IND_LOAN_REPAY_QUARTER_ALL,IND_LOAN_REPAY_QUARTER_ALL,IND_LOAN_REPAY_QUARTER_ALL_DUP,DUPLICATE,DUPLICATE_CTE_REWRITE,DEV
V3-182,V3-FAMILY-IND_LOAN_REPAY_QUARTER_ALL,IND_LOAN_REPAY_QUARTER_ALL,IND_LOAN_REPAY_QUARTER_ALL_HARD,NOT_DUPLICATE,HARD_AGGREGATION_CONFLICT,DEV
V3-183,V3-FAMILY-IND_LOAN_REPAY_QUARTER_ALL,IND_LOAN_REPAY_QUARTER_ALL,DIST_ACCOUNTING_018,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,DEV
V3-184,V3-FAMILY-IND_LOAN_REPAY_QUARTER_ACTIVE,IND_LOAN_REPAY_QUARTER_ACTIVE,IND_LOAN_REPAY_QUARTER_ACTIVE_DUP,DUPLICATE,DUPLICATE_SUBQUERY_REWRITE,TEST
V3-185,V3-FAMILY-IND_LOAN_REPAY_QUARTER_ACTIVE,IND_LOAN_REPAY_QUARTER_ACTIVE,IND_LOAN_REPAY_QUARTER_ACTIVE_HARD,NOT_DUPLICATE,HARD_DATE_FIELD_CONFLICT,TEST
V3-186,V3-FAMILY-IND_LOAN_REPAY_QUARTER_ACTIVE,IND_LOAN_REPAY_QUARTER_ACTIVE,DIST_ACCOUNTING_019,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,TEST
V3-187,V3-FAMILY-IND_LOAN_REPAY_QUARTER_CNY,IND_LOAN_REPAY_QUARTER_CNY,IND_LOAN_REPAY_QUARTER_CNY_DUP,DUPLICATE,DUPLICATE_CTE_REWRITE,DEV
V3-188,V3-FAMILY-IND_LOAN_REPAY_QUARTER_CNY,IND_LOAN_REPAY_QUARTER_CNY,IND_LOAN_REPAY_QUARTER_CNY_HARD,NOT_DUPLICATE,HARD_AGGREGATION_CONFLICT,DEV
V3-189,V3-FAMILY-IND_LOAN_REPAY_QUARTER_CNY,IND_LOAN_REPAY_QUARTER_CNY,DIST_ACCOUNTING_020,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,DEV
V3-190,V3-FAMILY-IND_LOAN_TXN_CNT_DAY_ALL,IND_LOAN_TXN_CNT_DAY_ALL,IND_LOAN_TXN_CNT_DAY_ALL_DUP,DUPLICATE,DUPLICATE_SUBQUERY_REWRITE,TEST
V3-191,V3-FAMILY-IND_LOAN_TXN_CNT_DAY_ALL,IND_LOAN_TXN_CNT_DAY_ALL,IND_LOAN_TXN_CNT_DAY_ALL_HARD,NOT_DUPLICATE,HARD_CURRENCY_SCOPE_CONFLICT,TEST
V3-192,V3-FAMILY-IND_LOAN_TXN_CNT_DAY_ALL,IND_LOAN_TXN_CNT_DAY_ALL,DIST_ACCOUNTING_021,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,TEST
V3-193,V3-FAMILY-IND_LOAN_TXN_CNT_DAY_ACTIVE,IND_LOAN_TXN_CNT_DAY_ACTIVE,IND_LOAN_TXN_CNT_DAY_ACTIVE_DUP,DUPLICATE,DUPLICATE_SUBQUERY_REWRITE,TEST
V3-194,V3-FAMILY-IND_LOAN_TXN_CNT_DAY_ACTIVE,IND_LOAN_TXN_CNT_DAY_ACTIVE,IND_LOAN_TXN_CNT_DAY_ACTIVE_HARD,NOT_DUPLICATE,HARD_TIME_GRAIN_CONFLICT,TEST
V3-195,V3-FAMILY-IND_LOAN_TXN_CNT_DAY_ACTIVE,IND_LOAN_TXN_CNT_DAY_ACTIVE,DIST_ACCOUNTING_022,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,TEST
V3-196,V3-FAMILY-IND_LOAN_TXN_CNT_DAY_CNY,IND_LOAN_TXN_CNT_DAY_CNY,IND_LOAN_TXN_CNT_DAY_CNY_DUP,DUPLICATE,DUPLICATE_SUBQUERY_REWRITE,TEST
V3-197,V3-FAMILY-IND_LOAN_TXN_CNT_DAY_CNY,IND_LOAN_TXN_CNT_DAY_CNY,IND_LOAN_TXN_CNT_DAY_CNY_HARD,NOT_DUPLICATE,HARD_DATE_FIELD_CONFLICT,TEST
V3-198,V3-FAMILY-IND_LOAN_TXN_CNT_DAY_CNY,IND_LOAN_TXN_CNT_DAY_CNY,DIST_ACCOUNTING_023,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,TEST
V3-199,V3-FAMILY-IND_LOAN_TXN_CNT_MONTH_ALL,IND_LOAN_TXN_CNT_MONTH_ALL,IND_LOAN_TXN_CNT_MONTH_ALL_DUP,DUPLICATE,DUPLICATE_SUBQUERY_REWRITE,TEST
V3-200,V3-FAMILY-IND_LOAN_TXN_CNT_MONTH_ALL,IND_LOAN_TXN_CNT_MONTH_ALL,IND_LOAN_TXN_CNT_MONTH_ALL_HARD,NOT_DUPLICATE,HARD_MEASURE_CONFLICT,TEST
V3-201,V3-FAMILY-IND_LOAN_TXN_CNT_MONTH_ALL,IND_LOAN_TXN_CNT_MONTH_ALL,DIST_ACCOUNTING_024,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,TEST
V3-202,V3-FAMILY-IND_LOAN_TXN_CNT_MONTH_ACTIVE,IND_LOAN_TXN_CNT_MONTH_ACTIVE,IND_LOAN_TXN_CNT_MONTH_ACTIVE_DUP,DUPLICATE,DUPLICATE_CTE_REWRITE,DEV
V3-203,V3-FAMILY-IND_LOAN_TXN_CNT_MONTH_ACTIVE,IND_LOAN_TXN_CNT_MONTH_ACTIVE,IND_LOAN_TXN_CNT_MONTH_ACTIVE_HARD,NOT_DUPLICATE,HARD_FILTER_CONFLICT,DEV
V3-204,V3-FAMILY-IND_LOAN_TXN_CNT_MONTH_ACTIVE,IND_LOAN_TXN_CNT_MONTH_ACTIVE,DIST_ACCOUNTING_025,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,DEV
V3-205,V3-FAMILY-IND_LOAN_TXN_CNT_MONTH_CNY,IND_LOAN_TXN_CNT_MONTH_CNY,IND_LOAN_TXN_CNT_MONTH_CNY_DUP,DUPLICATE,DUPLICATE_SUBQUERY_REWRITE,TEST
V3-206,V3-FAMILY-IND_LOAN_TXN_CNT_MONTH_CNY,IND_LOAN_TXN_CNT_MONTH_CNY,IND_LOAN_TXN_CNT_MONTH_CNY_HARD,NOT_DUPLICATE,HARD_TIME_GRAIN_CONFLICT,TEST
V3-207,V3-FAMILY-IND_LOAN_TXN_CNT_MONTH_CNY,IND_LOAN_TXN_CNT_MONTH_CNY,DIST_ACCOUNTING_026,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,TEST
V3-208,V3-FAMILY-IND_LOAN_TXN_CNT_QUARTER_ALL,IND_LOAN_TXN_CNT_QUARTER_ALL,IND_LOAN_TXN_CNT_QUARTER_ALL_DUP,DUPLICATE,DUPLICATE_CTE_REWRITE,DEV
V3-209,V3-FAMILY-IND_LOAN_TXN_CNT_QUARTER_ALL,IND_LOAN_TXN_CNT_QUARTER_ALL,IND_LOAN_TXN_CNT_QUARTER_ALL_HARD,NOT_DUPLICATE,HARD_FILTER_CONFLICT,DEV
V3-210,V3-FAMILY-IND_LOAN_TXN_CNT_QUARTER_ALL,IND_LOAN_TXN_CNT_QUARTER_ALL,DIST_ACCOUNTING_027,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,DEV
V3-211,V3-FAMILY-IND_LOAN_TXN_CNT_QUARTER_ACTIVE,IND_LOAN_TXN_CNT_QUARTER_ACTIVE,IND_LOAN_TXN_CNT_QUARTER_ACTIVE_DUP,DUPLICATE,DUPLICATE_CTE_REWRITE,DEV
V3-212,V3-FAMILY-IND_LOAN_TXN_CNT_QUARTER_ACTIVE,IND_LOAN_TXN_CNT_QUARTER_ACTIVE,IND_LOAN_TXN_CNT_QUARTER_ACTIVE_HARD,NOT_DUPLICATE,HARD_AGGREGATION_CONFLICT,DEV
V3-213,V3-FAMILY-IND_LOAN_TXN_CNT_QUARTER_ACTIVE,IND_LOAN_TXN_CNT_QUARTER_ACTIVE,DIST_ACCOUNTING_028,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,DEV
V3-214,V3-FAMILY-IND_LOAN_TXN_CNT_QUARTER_CNY,IND_LOAN_TXN_CNT_QUARTER_CNY,IND_LOAN_TXN_CNT_QUARTER_CNY_DUP,DUPLICATE,DUPLICATE_CTE_REWRITE,DEV
V3-215,V3-FAMILY-IND_LOAN_TXN_CNT_QUARTER_CNY,IND_LOAN_TXN_CNT_QUARTER_CNY,IND_LOAN_TXN_CNT_QUARTER_CNY_HARD,NOT_DUPLICATE,HARD_FILTER_CONFLICT,DEV
V3-216,V3-FAMILY-IND_LOAN_TXN_CNT_QUARTER_CNY,IND_LOAN_TXN_CNT_QUARTER_CNY,DIST_ACCOUNTING_029,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,DEV
V3-217,V3-FAMILY-IND_GL_NET_DAY_ALL,IND_GL_NET_DAY_ALL,IND_GL_NET_DAY_ALL_DUP,DUPLICATE,DUPLICATE_SUBQUERY_REWRITE,TEST
V3-218,V3-FAMILY-IND_GL_NET_DAY_ALL,IND_GL_NET_DAY_ALL,IND_GL_NET_DAY_ALL_HARD,NOT_DUPLICATE,HARD_TIME_GRAIN_CONFLICT,TEST
V3-219,V3-FAMILY-IND_GL_NET_DAY_ALL,IND_GL_NET_DAY_ALL,DIST_DEPOSIT_021,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,TEST
V3-220,V3-FAMILY-IND_GL_NET_DAY_ACTIVE,IND_GL_NET_DAY_ACTIVE,IND_GL_NET_DAY_ACTIVE_DUP,DUPLICATE,DUPLICATE_SUBQUERY_REWRITE,TEST
V3-221,V3-FAMILY-IND_GL_NET_DAY_ACTIVE,IND_GL_NET_DAY_ACTIVE,IND_GL_NET_DAY_ACTIVE_HARD,NOT_DUPLICATE,HARD_DATE_FIELD_CONFLICT,TEST
V3-222,V3-FAMILY-IND_GL_NET_DAY_ACTIVE,IND_GL_NET_DAY_ACTIVE,DIST_DEPOSIT_022,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,TEST
V3-223,V3-FAMILY-IND_GL_NET_DAY_CNY,IND_GL_NET_DAY_CNY,IND_GL_NET_DAY_CNY_DUP,DUPLICATE,DUPLICATE_CTE_REWRITE,DEV
V3-224,V3-FAMILY-IND_GL_NET_DAY_CNY,IND_GL_NET_DAY_CNY,IND_GL_NET_DAY_CNY_HARD,NOT_DUPLICATE,HARD_AGGREGATION_CONFLICT,DEV
V3-225,V3-FAMILY-IND_GL_NET_DAY_CNY,IND_GL_NET_DAY_CNY,DIST_DEPOSIT_023,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,DEV
V3-226,V3-FAMILY-IND_GL_NET_MONTH_ALL,IND_GL_NET_MONTH_ALL,IND_GL_NET_MONTH_ALL_DUP,DUPLICATE,DUPLICATE_SUBQUERY_REWRITE,TEST
V3-227,V3-FAMILY-IND_GL_NET_MONTH_ALL,IND_GL_NET_MONTH_ALL,IND_GL_NET_MONTH_ALL_HARD,NOT_DUPLICATE,HARD_CURRENCY_SCOPE_CONFLICT,TEST
V3-228,V3-FAMILY-IND_GL_NET_MONTH_ALL,IND_GL_NET_MONTH_ALL,DIST_DEPOSIT_024,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,TEST
V3-229,V3-FAMILY-IND_GL_NET_MONTH_ACTIVE,IND_GL_NET_MONTH_ACTIVE,IND_GL_NET_MONTH_ACTIVE_DUP,DUPLICATE,DUPLICATE_CTE_REWRITE,DEV
V3-230,V3-FAMILY-IND_GL_NET_MONTH_ACTIVE,IND_GL_NET_MONTH_ACTIVE,IND_GL_NET_MONTH_ACTIVE_HARD,NOT_DUPLICATE,HARD_AGGREGATION_CONFLICT,DEV
V3-231,V3-FAMILY-IND_GL_NET_MONTH_ACTIVE,IND_GL_NET_MONTH_ACTIVE,DIST_DEPOSIT_025,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,DEV
V3-232,V3-FAMILY-IND_GL_NET_MONTH_CNY,IND_GL_NET_MONTH_CNY,IND_GL_NET_MONTH_CNY_DUP,DUPLICATE,DUPLICATE_SUBQUERY_REWRITE,TEST
V3-233,V3-FAMILY-IND_GL_NET_MONTH_CNY,IND_GL_NET_MONTH_CNY,IND_GL_NET_MONTH_CNY_HARD,NOT_DUPLICATE,HARD_DATE_FIELD_CONFLICT,TEST
V3-234,V3-FAMILY-IND_GL_NET_MONTH_CNY,IND_GL_NET_MONTH_CNY,DIST_DEPOSIT_026,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,TEST
V3-235,V3-FAMILY-IND_GL_NET_QUARTER_ALL,IND_GL_NET_QUARTER_ALL,IND_GL_NET_QUARTER_ALL_DUP,DUPLICATE,DUPLICATE_CTE_REWRITE,DEV
V3-236,V3-FAMILY-IND_GL_NET_QUARTER_ALL,IND_GL_NET_QUARTER_ALL,IND_GL_NET_QUARTER_ALL_HARD,NOT_DUPLICATE,HARD_AGGREGATION_CONFLICT,DEV
V3-237,V3-FAMILY-IND_GL_NET_QUARTER_ALL,IND_GL_NET_QUARTER_ALL,DIST_DEPOSIT_027,NOT_DUPLICATE,CLEAR_CROSS_DOMAIN,DEV
V3-238,V3-FAMILY-IND_GL_NET_QUARTER_ACTIVE,IND_GL_NET_QUARTER_ACTIVE,IND_GL_NET_QUARTER_ACTIVE_DUP,DUPLICATE,DUPLICATE_CTE_REWRITE,DEV
